configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0,1262397708.0715148
1,1,1,0,1,0,1,13610631.15685373
10,1,0,1,1,1,0,13846807.157261973
11,1,0,1,1,1,1,13721654.19114976
12,0,0,1,1,1,1,1395163306.4460714
13,1,0,1,0,1,1,13744929.66330716
14,0,1,1,1,0,0,1191263189.9936366
15,0,0,1,0,0,1,1165720763.9243276
16,1,1,1,1,0,1,13744918.817241035
17,0,1,0,1,0,1,1188153887.1250482
18,0,1,0,0,1,0,1389173534.404904
19,0,1,0,0,0,1,1192302499.8303056
2,1,0,1,1,0,0,13249432.41902536
20,1,0,0,0,0,1,13103307.195264526
21,0,0,0,0,0,1,1392873745.912194
22,1,1,0,1,0,0,13529686.505842015
23,0,1,1,0,1,0,1400575034.091747
24,1,1,1,1,1,0,13968918.585098766
25,0,1,1,0,0,1,1191361599.0703185
26,1,1,1,0,0,0,13732319.040849105
27,0,0,1,0,1,0,1231951570.702526
28,1,0,0,0,1,0,13737215.095018467
29,1,1,0,0,1,1,13315553.343040844
3,1,0,1,0,0,0,13705886.822027756
4,1,1,1,1,1,1,13820071.992041418
5,1,0,0,1,1,1,13822798.94054754
6,1,0,0,1,0,1,13377248.12065663
7,0,0,0,1,1,1,1191319573.8225775
8,0,0,1,1,0,1,1190259435.7310908
9,0,1,1,1,1,1,1192103738.4885845
