configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,6362676,0m6.068s
1,tiff,1,1,0,1,6362676,0m6.038s
10,png,1,0,1,1,6662748,0m12.317s
11,png,1,0,0,1,6662469,0m12.373s
12,png,0,1,0,0,10651909,0m31.750s
13,png,0,0,0,0,10651890,0m31.930s
14,png,0,0,0,1,10651905,0m31.772s
15,png,0,1,1,0,10651909,0m31.745s
2,tiff,1,0,1,1,6362665,0m6.114s
3,tiff,1,0,0,1,6362672,0m6.082s
4,tiff,0,1,0,0,11409776,0m9.297s
5,tiff,0,0,0,0,11409573,0m9.331s
6,tiff,0,0,0,1,11409634,0m9.262s
7,tiff,0,1,1,0,11409262,0m9.348s
8,png,1,1,1,1,6662730,0m12.413s
9,png,1,1,0,1,6662496,0m12.290s
