configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,1612692,0m1.321s
1,tiff,1,1,0,1,1612713,0m1.302s
10,png,1,0,1,1,1577741,0m3.142s
11,png,1,0,0,1,1577763,0m3.092s
12,png,0,1,0,0,2357328,0m5.087s
13,png,0,0,0,0,2357341,0m5.043s
14,png,0,0,0,1,2341676,0m4.928s
15,png,0,1,1,0,2357334,0m5.031s
2,tiff,1,0,1,1,1612685,0m1.299s
3,tiff,1,0,0,1,1612673,0m1.298s
4,tiff,0,1,0,0,2762586,0m1.388s
5,tiff,0,0,0,0,2762494,0m1.409s
6,tiff,0,0,0,1,2744931,0m1.449s
7,tiff,0,1,1,0,2762493,0m1.385s
8,png,1,1,1,1,1577759,0m3.116s
9,png,1,1,0,1,1577758,0m3.097s
