configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,3274014,0m5.400s
1,tiff,1,1,0,1,3274079,0m5.459s
10,png,1,0,1,1,3254934,0m8.911s
11,png,1,0,0,1,3254935,0m8.772s
12,png,0,1,0,0,8502335,0m25.978s
13,png,0,0,0,0,8502325,0m26.130s
14,png,0,0,0,1,8502395,0m26.064s
15,png,0,1,1,0,8502342,0m26.014s
2,tiff,1,0,1,1,3273994,0m5.468s
3,tiff,1,0,0,1,3274054,0m5.455s
4,tiff,0,1,0,0,10068808,0m6.124s
5,tiff,0,0,0,0,10068798,0m6.083s
6,tiff,0,0,0,1,10068794,0m6.206s
7,tiff,0,1,1,0,10068814,0m6.152s
8,png,1,1,1,1,3254965,0m8.844s
9,png,1,1,0,1,3254951,0m8.809s
