configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,2213128,0m4.169s
1,tiff,1,1,0,1,2214600,0m4.193s
10,png,1,0,1,1,1753292,0m8.306s
11,png,1,0,0,1,1753335,0m8.197s
12,png,0,1,0,0,1894368,0m8.262s
13,png,0,0,0,0,1894395,0m8.270s
14,png,0,0,0,1,1894533,0m8.280s
15,png,0,1,1,0,1894314,0m8.247s
2,tiff,1,0,1,1,2214718,0m4.179s
3,tiff,1,0,0,1,2213225,0m4.177s
4,tiff,0,1,0,0,2401575,0m4.156s
5,tiff,0,0,0,0,2400708,0m4.176s
6,tiff,0,0,0,1,2400880,0m4.223s
7,tiff,0,1,1,0,2401151,0m4.211s
8,png,1,1,1,1,1753388,0m8.158s
9,png,1,1,0,1,1753671,0m8.212s
