configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,175433,0m0.196s
1,tiff,1,1,0,1,175433,0m0.196s
10,png,1,0,1,1,169391,0m0.200s
11,png,1,0,0,1,169391,0m0.200s
12,png,0,1,0,0,1185057,0m2.890s
13,png,0,0,0,0,1185068,0m2.909s
14,png,0,0,0,1,1184919,0m2.866s
15,png,0,1,1,0,1185054,0m2.928s
2,tiff,1,0,1,1,175423,0m0.190s
3,tiff,1,0,0,1,175423,0m0.174s
4,tiff,0,1,0,0,1698393,0m0.342s
5,tiff,0,0,0,0,1698467,0m0.357s
6,tiff,0,0,0,1,1696498,0m0.361s
7,tiff,0,1,1,0,1698489,0m0.342s
8,png,1,1,1,1,169391,0m0.169s
9,png,1,1,0,1,169391,0m0.173s
