configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,739164,1.705
1,tiff,1,1,0,1,739163,1.724
10,png,1,0,1,1,739164,1.72
11,png,1,0,0,1,739158,1.724
12,png,0,1,0,0,3168073,5.454
13,png,0,0,0,0,3168073,5.411
14,png,0,0,0,1,3168073,5.429
15,png,0,1,1,0,3168071,5.45
2,tiff,1,0,1,1,739162,1.717
3,tiff,1,0,0,1,739164,1.696
4,tiff,0,1,0,0,4807711,1.843
5,tiff,0,0,0,0,4807715,1.839
6,tiff,0,0,0,1,4807640,1.816
7,tiff,0,1,1,0,4807631,1.81
8,png,1,1,1,1,739164,1.687
9,png,1,1,0,1,739164,1.699
