configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,3274079,5.521
1,tiff,1,1,0,1,3274022,5.471
10,png,1,0,1,1,3254924,8.811
11,png,1,0,0,1,3254945,8.825
12,png,0,1,0,0,8502346,26.152
13,png,0,0,0,0,8502343,26.068
14,png,0,0,0,1,8502374,26.13
15,png,0,1,1,0,8502365,26.068
2,tiff,1,0,1,1,3274019,5.489
3,tiff,1,0,0,1,3273981,5.454
4,tiff,0,1,0,0,10068821,6.211
5,tiff,0,0,0,0,10068816,6.213
6,tiff,0,0,0,1,10068797,6.157
7,tiff,0,1,1,0,10068900,6.195
8,png,1,1,1,1,3254956,8.824
9,png,1,1,0,1,3254977,8.834
