configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1536651,1.884
1,tiff,1,1,0,1,1536661,1.949
10,png,1,0,1,1,1615763,3.548
11,png,1,0,0,1,1615758,3.556
12,png,0,1,0,0,1843146,3.695
13,png,0,0,0,0,1843157,3.749
14,png,0,0,0,1,1843161,3.744
15,png,0,1,1,0,1843163,3.715
2,tiff,1,0,1,1,1536648,1.851
3,tiff,1,0,0,1,1536646,1.884
4,tiff,0,1,0,0,1795023,1.9
5,tiff,0,0,0,0,1795017,1.888
6,tiff,0,0,0,1,1795014,1.916
7,tiff,0,1,1,0,1795102,1.863
8,png,1,1,1,1,1615764,3.522
9,png,1,1,0,1,1615769,3.543
