configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,3382420,4.058
1,50%,xz,-3,1,3382412,3.964
10,100%,xz,-9,1,2830604,8.202
11,50%,lzma,-6,16,2831189,8.035
12,75%,xz,-3,32,3382420,4.014
13,50%,lzma,-3,16,3381840,4.015
14,50%,lzma,-6,32,2831189,8.022
15,50%,xz,-6,32,2831684,8.004
16,75%,lzma,-3,16,3381840,4.011
17,75%,lzma,-6,32,2831189,7.988
18,100%,lzma,-6,1,2831189,7.986
19,75%,lzma,-3,1,3381840,3.978
2,75%,xz,-9,16,2830612,8.16
20,75%,lzma,-6,1,2831189,7.974
21,75%,lzma,-6,16,2831189,8.01
22,100%,xz,-9,32,2830612,8.143
23,100%,xz,-9,16,2830612,8.127
24,50%,lzma,-9,32,2830116,8.112
25,50%,lzma,-3,32,3381840,3.986
26,100%,xz,-3,1,3382412,3.981
27,100%,lzma,-9,16,2830116,8.096
28,100%,lzma,-3,1,3381840,3.983
29,50%,lzma,-6,1,2831189,8.004
3,100%,xz,-6,32,2831684,7.982
4,50%,lzma,-3,1,3381840,3.968
5,75%,xz,-3,1,3382412,4.003
6,100%,lzma,-6,16,2831189,7.987
7,75%,xz,-6,32,2831684,7.996
8,50%,xz,-3,32,3382420,4.007
9,75%,xz,-9,32,2830612,8.127
