configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,14838428,3.145
1,50%,xz,-3,1,14777004,9.673
10,100%,xz,-9,1,13374160,27.395
11,50%,lzma,-6,16,13497551,24.464
12,75%,xz,-3,32,14838428,3.147
13,50%,lzma,-3,16,14775082,9.696
14,50%,lzma,-6,32,13497551,24.407
15,50%,xz,-6,32,13577880,12.831
16,75%,lzma,-3,16,14775082,9.65
17,75%,lzma,-6,32,13497551,24.344
18,100%,lzma,-6,1,13497551,24.532
19,75%,lzma,-3,1,14775082,9.72
2,75%,xz,-9,16,13374168,27.448
20,75%,lzma,-6,1,13497551,24.399
21,75%,lzma,-6,16,13497551,24.523
22,100%,xz,-9,32,13374168,27.401
23,100%,xz,-9,16,13374168,27.495
24,50%,lzma,-9,32,13365111,27.362
25,50%,lzma,-3,32,14775082,9.663
26,100%,xz,-3,1,14777004,9.7
27,100%,lzma,-9,16,13365111,27.572
28,100%,lzma,-3,1,14775082,9.739
29,50%,lzma,-6,1,13497551,24.364
3,100%,xz,-6,32,13577880,12.881
4,50%,lzma,-3,1,14775082,9.675
5,75%,xz,-3,1,14777004,9.744
6,100%,lzma,-6,16,13497551,24.375
7,75%,xz,-6,32,13577880,12.994
8,50%,xz,-3,32,14838428,3.136
9,75%,xz,-9,32,13374168,27.542
