configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,1677984,1.719
1,50%,xz,-3,1,1677976,1.713
10,100%,xz,-9,1,1317152,4.919
11,50%,lzma,-6,16,1316901,4.872
12,75%,xz,-3,32,1677984,1.734
13,50%,lzma,-3,16,1677670,1.696
14,50%,lzma,-6,32,1316901,4.861
15,50%,xz,-6,32,1317160,4.833
16,75%,lzma,-3,16,1677670,1.681
17,75%,lzma,-6,32,1316901,4.832
18,100%,lzma,-6,1,1316901,4.811
19,75%,lzma,-3,1,1677670,1.712
2,75%,xz,-9,16,1317160,4.931
20,75%,lzma,-6,1,1316901,4.807
21,75%,lzma,-6,16,1316901,4.809
22,100%,xz,-9,32,1317160,4.927
23,100%,xz,-9,16,1317160,4.922
24,50%,lzma,-9,32,1316901,4.913
25,50%,lzma,-3,32,1677670,1.696
26,100%,xz,-3,1,1677976,1.678
27,100%,lzma,-9,16,1316901,4.89
28,100%,lzma,-3,1,1677670,1.712
29,50%,lzma,-6,1,1316901,4.841
3,100%,xz,-6,32,1317160,4.858
4,50%,lzma,-3,1,1677670,1.681
5,75%,xz,-3,1,1677976,1.68
6,100%,lzma,-6,16,1316901,4.88
7,75%,xz,-6,32,1317160,4.865
8,50%,xz,-3,32,1677984,1.715
9,75%,xz,-9,32,1317160,4.921
