configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,4914804,3.496
1,50%,xz,-3,1,4914796,3.505
10,100%,xz,-9,1,4489868,4.299
11,50%,lzma,-6,16,4489170,4.317
12,75%,xz,-3,32,4914804,3.487
13,50%,lzma,-3,16,4913990,3.47
14,50%,lzma,-6,32,4489170,4.332
15,50%,xz,-6,32,4489920,4.309
16,75%,lzma,-3,16,4913990,3.452
17,75%,lzma,-6,32,4489170,4.324
18,100%,lzma,-6,1,4489170,4.312
19,75%,lzma,-3,1,4913990,3.493
2,75%,xz,-9,16,4489876,4.353
20,75%,lzma,-6,1,4489170,4.328
21,75%,lzma,-6,16,4489170,4.326
22,100%,xz,-9,32,4489876,4.283
23,100%,xz,-9,16,4489876,4.327
24,50%,lzma,-9,32,4489124,4.316
25,50%,lzma,-3,32,4913990,3.496
26,100%,xz,-3,1,4914796,3.463
27,100%,lzma,-9,16,4489124,4.328
28,100%,lzma,-3,1,4913990,3.457
29,50%,lzma,-6,1,4489170,4.306
3,100%,xz,-6,32,4489920,4.298
4,50%,lzma,-3,1,4913990,3.482
5,75%,xz,-3,1,4914796,3.502
6,100%,lzma,-6,16,4489170,4.317
7,75%,xz,-6,32,4489920,4.32
8,50%,xz,-3,32,4914804,3.493
9,75%,xz,-9,32,4489876,4.36
