configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,3272448,2.275
1,50%,xz,-3,1,3272440,2.285
10,100%,xz,-9,1,2849908,5.638
11,50%,lzma,-6,16,2849620,5.571
12,75%,xz,-3,32,3272448,2.261
13,50%,lzma,-3,16,3271884,2.297
14,50%,lzma,-6,32,2849620,5.606
15,50%,xz,-6,32,2850112,5.611
16,75%,lzma,-3,16,3271884,2.259
17,75%,lzma,-6,32,2849620,5.579
18,100%,lzma,-6,1,2849620,5.564
19,75%,lzma,-3,1,3271884,2.251
2,75%,xz,-9,16,2849916,5.649
20,75%,lzma,-6,1,2849620,5.57
21,75%,lzma,-6,16,2849620,5.58
22,100%,xz,-9,32,2849916,5.669
23,100%,xz,-9,16,2849916,5.648
24,50%,lzma,-9,32,2849422,5.654
25,50%,lzma,-3,32,3271884,2.227
26,100%,xz,-3,1,3272440,2.32
27,100%,lzma,-9,16,2849422,5.589
28,100%,lzma,-3,1,3271884,2.258
29,50%,lzma,-6,1,2849620,5.594
3,100%,xz,-6,32,2850112,5.592
4,50%,lzma,-3,1,3271884,2.29
5,75%,xz,-3,1,3272440,2.249
6,100%,lzma,-6,16,2849620,5.553
7,75%,xz,-6,32,2850112,5.601
8,50%,xz,-3,32,3272448,2.282
9,75%,xz,-9,32,2849916,5.644
