configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0,95.7745491203306
1,1,1,0,1,0,1,91.18988461614514
10,1,0,1,1,1,0,86.97724590009554
11,1,0,1,1,1,1,81.19008212808954
12,0,0,1,1,1,1,88.97377019444636
13,1,0,1,0,1,1,98.98086620671529
14,0,1,1,1,0,0,70.98429689643116
15,0,0,1,0,0,1,92.98180994992313
16,1,1,1,1,0,1,98.18772604330594
17,0,1,0,1,0,1,77.1843422917015
18,0,1,0,0,1,0,74.78862355844284
19,0,1,0,0,0,1,94.37272341400256
2,1,0,1,1,0,0,93.58650628574308
20,1,0,0,0,0,1,80.98285997768572
21,0,0,0,0,0,1,90.78537039148827
22,1,1,0,1,0,0,84.77378262261955
23,0,1,1,0,1,0,83.76624974031712
24,1,1,1,1,1,0,79.57854939510632
25,0,1,1,0,0,1,77.7826199869292
26,1,1,1,0,0,0,85.37346237635741
27,0,0,1,0,1,0,87.57659890222182
28,1,0,0,0,1,0,81.37399196078061
29,1,1,0,0,1,1,69.18761561053104
3,1,0,1,0,0,0,90.77924138378185
4,1,1,1,1,1,1,77.58633631686303
5,1,0,0,1,1,1,92.38380031584705
6,1,0,0,1,0,1,90.97687607989002
7,0,0,0,1,1,1,90.57516689780142
8,0,0,1,1,0,1,79.58596889818007
9,0,1,1,1,1,1,93.5761922141702
