configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0,13.565910973865245
1,1,1,0,1,0,1,13.567784145888874
10,1,0,1,1,1,0,13.657839759050164
11,1,0,1,1,1,1,13.649913950537224
12,0,0,1,1,1,1,13.607759418616848
13,1,0,1,0,1,1,13.585357882977886
14,0,1,1,1,0,0,13.538399911144435
15,0,0,1,0,0,1,13.526937742497307
16,1,1,1,1,0,1,13.586924752380007
17,0,1,0,1,0,1,13.563749483118356
18,0,1,0,0,1,0,13.595948828723454
19,0,1,0,0,0,1,13.565025126830928
2,1,0,1,1,0,0,13.554947513462027
20,1,0,0,0,0,1,13.565539051468274
21,0,0,0,0,0,1,13.571907234723025
22,1,1,0,1,0,0,13.584434928309104
23,0,1,1,0,1,0,13.567499223169513
24,1,1,1,1,1,0,13.612603471228178
25,0,1,1,0,0,1,13.589719962904734
26,1,1,1,0,0,0,13.569456508986974
27,0,0,1,0,1,0,13.48259035556479
28,1,0,0,0,1,0,13.650375813060856
29,1,1,0,0,1,1,13.599562684642565
3,1,0,1,0,0,0,13.593973013508155
4,1,1,1,1,1,1,13.611762531428312
5,1,0,0,1,1,1,13.609117622280975
6,1,0,0,1,0,1,13.639084410906069
7,0,0,0,1,1,1,13.660072203205859
8,0,0,1,1,0,1,13.640634154650519
9,0,1,1,1,1,1,13.606542478721632
