configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,4914796,3.47
1,50%,xz,-3,1,4914796,3.422
10,100%,xz,-9,1,4489868,4.295
11,50%,lzma,-6,16,4489170,4.302
12,75%,xz,-3,32,4914796,3.459
13,50%,lzma,-3,16,4913990,3.511
14,50%,lzma,-6,32,4489170,4.293
15,50%,xz,-6,32,4489912,4.313
16,75%,lzma,-3,16,4913990,3.522
17,75%,lzma,-6,32,4489170,4.283
18,100%,lzma,-6,1,4489170,4.314
19,75%,lzma,-3,1,4913990,3.519
2,75%,xz,-9,16,4489868,4.368
20,75%,lzma,-6,1,4489170,4.331
21,75%,lzma,-6,16,4489170,4.285
22,100%,xz,-9,32,4489868,4.375
23,100%,xz,-9,16,4489868,4.331
24,50%,lzma,-9,32,4489124,4.33
25,50%,lzma,-3,32,4913990,3.543
26,100%,xz,-3,1,4914796,3.456
27,100%,lzma,-9,16,4489124,4.31
28,100%,lzma,-3,1,4913990,3.466
29,50%,lzma,-6,1,4489170,4.282
3,100%,xz,-6,32,4489912,4.274
4,50%,lzma,-3,1,4913990,3.509
5,75%,xz,-3,1,4914796,3.496
6,100%,lzma,-6,16,4489170,4.301
7,75%,xz,-6,32,4489912,4.29
8,50%,xz,-3,32,4914796,3.442
9,75%,xz,-9,32,4489868,4.367
