configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,4244480,3.038
1,50%,xz,-3,1,4244480,3.053
10,100%,xz,-9,1,3763616,8.543
11,50%,lzma,-6,16,3786768,8.081
12,75%,xz,-3,32,4244480,3.041
13,50%,lzma,-3,16,4243773,2.998
14,50%,lzma,-6,32,3786768,8.115
15,50%,xz,-6,32,3787400,8.099
16,75%,lzma,-3,16,4243773,2.994
17,75%,lzma,-6,32,3786768,8.11
18,100%,lzma,-6,1,3786768,8.092
19,75%,lzma,-3,1,4243773,3.06
2,75%,xz,-9,16,3763616,8.504
20,75%,lzma,-6,1,3786768,8.102
21,75%,lzma,-6,16,3786768,8.186
22,100%,xz,-9,32,3763616,8.409
23,100%,xz,-9,16,3763616,8.465
24,50%,lzma,-9,32,3762987,8.407
25,50%,lzma,-3,32,4243773,3.071
26,100%,xz,-3,1,4244480,3.033
27,100%,lzma,-9,16,3762987,8.396
28,100%,lzma,-3,1,4243773,3.023
29,50%,lzma,-6,1,3786768,8.08
3,100%,xz,-6,32,3787400,8.118
4,50%,lzma,-3,1,4243773,3.076
5,75%,xz,-3,1,4244480,3.028
6,100%,lzma,-6,16,3786768,8.211
7,75%,xz,-6,32,3787400,8.198
8,50%,xz,-3,32,4244480,3.05
9,75%,xz,-9,32,3763616,8.492
