configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,2214609,0m4.221s
1,tiff,1,1,0,1,2213297,0m4.267s
10,png,1,0,1,1,1753385,0m8.259s
11,png,1,0,0,1,1753310,0m8.236s
12,png,0,1,0,0,1894324,0m8.320s
13,png,0,0,0,0,1894258,0m8.316s
14,png,0,0,0,1,1894328,0m8.388s
15,png,0,1,1,0,1894279,0m8.328s
2,tiff,1,0,1,1,2213171,0m4.194s
3,tiff,1,0,0,1,2214632,0m4.225s
4,tiff,0,1,0,0,2401759,0m4.222s
5,tiff,0,0,0,0,2400958,0m4.264s
6,tiff,0,0,0,1,2401000,0m4.231s
7,tiff,0,1,1,0,2400260,0m4.262s
8,png,1,1,1,1,1753436,0m8.306s
9,png,1,1,0,1,1753239,0m8.307s
