configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,15255170,0m8.241s
1,tiff,1,1,0,1,15255217,0m8.268s
10,png,1,0,1,1,15095068,0m24.951s
11,png,1,0,0,1,15095092,0m24.868s
12,png,0,1,0,0,14807422,0m31.703s
13,png,0,0,0,0,14807331,0m31.534s
14,png,0,0,0,1,14807434,0m31.638s
15,png,0,1,1,0,14807346,0m31.640s
2,tiff,1,0,1,1,15255201,0m8.600s
3,tiff,1,0,0,1,15256154,0m8.345s
4,tiff,0,1,0,0,14378009,0m8.801s
5,tiff,0,0,0,0,14377952,0m8.793s
6,tiff,0,0,0,1,14377324,0m8.843s
7,tiff,0,1,1,0,14377574,0m8.860s
8,png,1,1,1,1,15095080,0m24.854s
9,png,1,1,0,1,15095088,0m24.915s
