configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,1536669,0m1.885s
1,tiff,1,1,0,1,1536673,0m1.891s
10,png,1,0,1,1,1615760,0m3.535s
11,png,1,0,0,1,1615774,0m3.514s
12,png,0,1,0,0,1843136,0m3.717s
13,png,0,0,0,0,1843140,0m3.721s
14,png,0,0,0,1,1843140,0m3.684s
15,png,0,1,1,0,1843135,0m3.737s
2,tiff,1,0,1,1,1536626,0m1.870s
3,tiff,1,0,0,1,1536652,0m1.859s
4,tiff,0,1,0,0,1795112,0m1.900s
5,tiff,0,0,0,0,1795001,0m1.866s
6,tiff,0,0,0,1,1795116,0m1.941s
7,tiff,0,1,1,0,1795018,0m1.854s
8,png,1,1,1,1,1615769,0m3.545s
9,png,1,1,0,1,1615739,0m3.521s
