configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,1612677,0m1.346s
1,tiff,1,1,0,1,1612691,0m1.339s
10,png,1,0,1,1,1577759,0m3.182s
11,png,1,0,0,1,1577744,0m3.112s
12,png,0,1,0,0,2357336,0m5.047s
13,png,0,0,0,0,2357318,0m5.077s
14,png,0,0,0,1,2341673,0m4.861s
15,png,0,1,1,0,2357340,0m5.081s
2,tiff,1,0,1,1,1612685,0m1.379s
3,tiff,1,0,0,1,1612686,0m1.338s
4,tiff,0,1,0,0,2762576,0m1.421s
5,tiff,0,0,0,0,2762052,0m1.439s
6,tiff,0,0,0,1,2744985,0m1.401s
7,tiff,0,1,1,0,2761917,0m1.410s
8,png,1,1,1,1,1577768,0m3.114s
9,png,1,1,0,1,1577743,0m3.100s
