configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0,0.013739444511232643
1,1,1,0,1,0,1,0.013851039396316418
10,1,0,1,1,1,0,0.013660301268395104
11,1,0,1,1,1,1,0.01383408318001147
12,0,0,1,1,1,1,0.013940812061900124
13,1,0,1,0,1,1,0.013754038925459764
14,0,1,1,1,0,0,0.013944368862507052
15,0,0,1,0,0,1,0.013844184137185894
16,1,1,1,1,0,1,0.01378563352218536
17,0,1,0,1,0,1,0.013917151158658162
18,0,1,0,0,1,0,0.013837105919815507
19,0,1,0,0,0,1,0.01377244434365971
2,1,0,1,1,0,0,0.01381490728844413
20,1,0,0,0,0,1,0.013852066764951624
21,0,0,0,0,0,1,0.013812874569968657
22,1,1,0,1,0,0,0.013624644081816548
23,0,1,1,0,1,0,0.013817496990651473
24,1,1,1,1,1,0,0.013851778384627141
25,0,1,1,0,0,1,0.01372025805353754
26,1,1,1,0,0,0,0.013652971914676749
27,0,0,1,0,1,0,0.01391421651761739
28,1,0,0,0,1,0,0.01387213149049996
29,1,1,0,0,1,1,0.0137293237776039
3,1,0,1,0,0,0,0.013854046079941748
4,1,1,1,1,1,1,0.013683452626339044
5,1,0,0,1,1,1,0.013840573265560893
6,1,0,0,1,0,1,0.013661889842590926
7,0,0,0,1,1,1,0.013727068440292185
8,0,0,1,1,0,1,0.013814934167424691
9,0,1,1,1,1,1,0.013706041967892529
