configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0,0.015957709748580382
1,1,1,0,1,0,1,0.01589904703488295
10,1,0,1,1,1,0,0.015975298510307052
11,1,0,1,1,1,1,0.015871450626328595
12,0,0,1,1,1,1,0.01578097540952886
13,1,0,1,0,1,1,0.015921729781739957
14,0,1,1,1,0,0,0.015868804077016116
15,0,0,1,0,0,1,0.015955868300480312
16,1,1,1,1,0,1,0.015932909362148927
17,0,1,0,1,0,1,0.01596889283917827
18,0,1,0,0,1,0,0.015919379846538448
19,0,1,0,0,0,1,0.015947135160912708
2,1,0,1,1,0,0,0.01597830898819845
20,1,0,0,0,0,1,0.015908223538163697
21,0,0,0,0,0,1,0.01588282777244503
22,1,1,0,1,0,0,0.015972791121979878
23,0,1,1,0,1,0,0.015919802423216188
24,1,1,1,1,1,0,0.0157823501861372
25,0,1,1,0,0,1,0.016060566255328697
26,1,1,1,0,0,0,0.01569860486665146
27,0,0,1,0,1,0,0.015805774458745724
28,1,0,0,0,1,0,0.015877512629283625
29,1,1,0,0,1,1,0.015823873957516332
3,1,0,1,0,0,0,0.015901710736932962
4,1,1,1,1,1,1,0.01568337962083419
5,1,0,0,1,1,1,0.015962043741621645
6,1,0,0,1,0,1,0.01580233788169075
7,0,0,0,1,1,1,0.015682503580758227
8,0,0,1,1,0,1,0.01599569454388654
9,0,1,1,1,1,1,0.015908526095552926
