configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,10362252,12.523
1,50%,xz,-3,1,10362252,12.828
10,100%,xz,-9,1,8385868,34.194
11,50%,lzma,-6,16,8627467,29.445
12,75%,xz,-3,32,10362252,12.589
13,50%,lzma,-3,16,10360607,12.375
14,50%,lzma,-6,32,8627467,29.35
15,50%,xz,-6,32,8628848,29.45
16,75%,lzma,-3,16,10360607,12.492
17,75%,lzma,-6,32,8627467,29.482
18,100%,lzma,-6,1,8627467,29.392
19,75%,lzma,-3,1,10360607,12.449
2,75%,xz,-9,16,8385868,33.869
20,75%,lzma,-6,1,8627467,29.587
21,75%,lzma,-6,16,8627467,29.408
22,100%,xz,-9,32,8385868,34.192
23,100%,xz,-9,16,8385868,34.246
24,50%,lzma,-9,32,8384529,34.0
25,50%,lzma,-3,32,10360607,12.331
26,100%,xz,-3,1,10362252,12.396
27,100%,lzma,-9,16,8384529,34.109
28,100%,lzma,-3,1,10360607,12.441
29,50%,lzma,-6,1,8627467,29.426
3,100%,xz,-6,32,8628848,29.465
4,50%,lzma,-3,1,10360607,12.378
5,75%,xz,-3,1,10362252,12.512
6,100%,lzma,-6,16,8627467,29.624
7,75%,xz,-6,32,8628848,29.599
8,50%,xz,-3,32,10362252,12.581
9,75%,xz,-9,32,8385868,34.099
