configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,3382412,4.013
1,50%,xz,-3,1,3382412,3.964
10,100%,xz,-9,1,2830604,8.036
11,50%,lzma,-6,16,2831189,7.837
12,75%,xz,-3,32,3382412,4.001
13,50%,lzma,-3,16,3381840,3.997
14,50%,lzma,-6,32,2831189,7.878
15,50%,xz,-6,32,2831676,7.923
16,75%,lzma,-3,16,3381840,3.991
17,75%,lzma,-6,32,2831189,7.907
18,100%,lzma,-6,1,2831189,7.855
19,75%,lzma,-3,1,3381840,4.002
2,75%,xz,-9,16,2830604,8.007
20,75%,lzma,-6,1,2831189,7.856
21,75%,lzma,-6,16,2831189,7.812
22,100%,xz,-9,32,2830604,8.019
23,100%,xz,-9,16,2830604,8.087
24,50%,lzma,-9,32,2830116,8.037
25,50%,lzma,-3,32,3381840,3.911
26,100%,xz,-3,1,3382412,4.008
27,100%,lzma,-9,16,2830116,7.972
28,100%,lzma,-3,1,3381840,3.93
29,50%,lzma,-6,1,2831189,7.9
3,100%,xz,-6,32,2831676,7.959
4,50%,lzma,-3,1,3381840,3.978
5,75%,xz,-3,1,3382412,3.983
6,100%,lzma,-6,16,2831189,7.878
7,75%,xz,-6,32,2831676,7.848
8,50%,xz,-3,32,3382412,3.951
9,75%,xz,-9,32,2830604,8.021
