configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,1677976,1.701
1,50%,xz,-3,1,1677976,1.692
10,100%,xz,-9,1,1317152,4.841
11,50%,lzma,-6,16,1316901,4.761
12,75%,xz,-3,32,1677976,1.689
13,50%,lzma,-3,16,1677670,1.683
14,50%,lzma,-6,32,1316901,4.712
15,50%,xz,-6,32,1317152,4.755
16,75%,lzma,-3,16,1677670,1.666
17,75%,lzma,-6,32,1316901,4.736
18,100%,lzma,-6,1,1316901,4.723
19,75%,lzma,-3,1,1677670,1.671
2,75%,xz,-9,16,1317152,4.845
20,75%,lzma,-6,1,1316901,4.781
21,75%,lzma,-6,16,1316901,4.764
22,100%,xz,-9,32,1317152,4.83
23,100%,xz,-9,16,1317152,4.809
24,50%,lzma,-9,32,1316901,4.809
25,50%,lzma,-3,32,1677670,1.719
26,100%,xz,-3,1,1677976,1.687
27,100%,lzma,-9,16,1316901,4.849
28,100%,lzma,-3,1,1677670,1.697
29,50%,lzma,-6,1,1316901,4.762
3,100%,xz,-6,32,1317152,4.805
4,50%,lzma,-3,1,1677670,1.701
5,75%,xz,-3,1,1677976,1.728
6,100%,lzma,-6,16,1316901,4.727
7,75%,xz,-6,32,1317152,4.777
8,50%,xz,-3,32,1677976,1.699
9,75%,xz,-9,32,1317152,4.862
