configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,2618064,1.795
1,50%,xz,-3,1,2618064,1.803
10,100%,xz,-9,1,2426816,2.951
11,50%,lzma,-6,16,2426397,2.924
12,75%,xz,-3,32,2618064,1.822
13,50%,lzma,-3,16,2617615,1.795
14,50%,lzma,-6,32,2426397,2.902
15,50%,xz,-6,32,2426816,2.929
16,75%,lzma,-3,16,2617615,1.798
17,75%,lzma,-6,32,2426397,2.919
18,100%,lzma,-6,1,2426397,2.928
19,75%,lzma,-3,1,2617615,1.802
2,75%,xz,-9,16,2426816,2.943
20,75%,lzma,-6,1,2426397,2.931
21,75%,lzma,-6,16,2426397,2.944
22,100%,xz,-9,32,2426816,2.969
23,100%,xz,-9,16,2426816,2.977
24,50%,lzma,-9,32,2426397,2.965
25,50%,lzma,-3,32,2617615,1.803
26,100%,xz,-3,1,2618064,1.817
27,100%,lzma,-9,16,2426397,2.958
28,100%,lzma,-3,1,2617615,1.802
29,50%,lzma,-6,1,2426397,2.982
3,100%,xz,-6,32,2426816,2.929
4,50%,lzma,-3,1,2617615,1.82
5,75%,xz,-3,1,2618064,1.823
6,100%,lzma,-6,16,2426397,2.965
7,75%,xz,-6,32,2426816,2.917
8,50%,xz,-3,32,2618064,1.846
9,75%,xz,-9,32,2426816,2.972
