configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,1205829,0m1.146s
1,tiff,1,1,0,1,1205792,0m1.147s
10,png,1,0,1,1,1349691,0m2.539s
11,png,1,0,0,1,1349684,0m2.571s
12,png,0,1,0,0,3178130,0m5.039s
13,png,0,0,0,0,3177557,0m5.020s
14,png,0,0,0,1,3177546,0m4.997s
15,png,0,1,1,0,3177571,0m5.012s
2,tiff,1,0,1,1,1205625,0m1.148s
3,tiff,1,0,0,1,1205576,0m1.149s
4,tiff,0,1,0,0,3875952,0m1.335s
5,tiff,0,0,0,0,3875944,0m1.359s
6,tiff,0,0,0,1,3875969,0m1.308s
7,tiff,0,1,1,0,3875960,0m1.333s
8,png,1,1,1,1,1349672,0m2.516s
9,png,1,1,0,1,1349806,0m2.642s
