configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,3273958,0m5.501s
1,tiff,1,1,0,1,3273921,0m5.515s
10,png,1,0,1,1,3254937,0m8.847s
11,png,1,0,0,1,3254927,0m8.891s
12,png,0,1,0,0,8502354,0m25.994s
13,png,0,0,0,0,8502359,0m26.180s
14,png,0,0,0,1,8502341,0m26.135s
15,png,0,1,1,0,8502348,0m26.220s
2,tiff,1,0,1,1,3273972,0m5.475s
3,tiff,1,0,0,1,3273978,0m5.482s
4,tiff,0,1,0,0,10068808,0m6.211s
5,tiff,0,0,0,0,10068887,0m6.177s
6,tiff,0,0,0,1,10068904,0m6.134s
7,tiff,0,1,1,0,10068818,0m6.223s
8,png,1,1,1,1,3254959,0m8.891s
9,png,1,1,0,1,3254955,0m8.818s
