configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,6362657,0m6.126s
1,tiff,1,1,0,1,6362667,0m6.126s
10,png,1,0,1,1,6662727,0m12.376s
11,png,1,0,0,1,6662515,0m12.349s
12,png,0,1,0,0,10651993,0m31.798s
13,png,0,0,0,0,10651920,0m31.890s
14,png,0,0,0,1,10651908,0m31.992s
15,png,0,1,1,0,10651915,0m31.864s
2,tiff,1,0,1,1,6362672,0m6.102s
3,tiff,1,0,0,1,6362679,0m6.099s
4,tiff,0,1,0,0,11409282,0m9.319s
5,tiff,0,0,0,0,11409313,0m9.291s
6,tiff,0,0,0,1,11410047,0m9.517s
7,tiff,0,1,1,0,11409274,0m9.484s
8,png,1,1,1,1,6662733,0m12.335s
9,png,1,1,0,1,6662492,0m12.347s
