configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,15255221,0m8.303s
1,tiff,1,1,0,1,15255341,0m8.251s
10,png,1,0,1,1,15095079,0m24.888s
11,png,1,0,0,1,15095098,0m24.923s
12,png,0,1,0,0,14807409,0m31.704s
13,png,0,0,0,0,14807411,0m31.654s
14,png,0,0,0,1,14807418,0m31.583s
15,png,0,1,1,0,14807430,0m31.668s
2,tiff,1,0,1,1,15255484,0m8.324s
3,tiff,1,0,0,1,15255151,0m8.379s
4,tiff,0,1,0,0,14376944,0m8.765s
5,tiff,0,0,0,0,14377470,0m8.813s
6,tiff,0,0,0,1,14377502,0m8.778s
7,tiff,0,1,1,0,14377431,0m8.720s
8,png,1,1,1,1,15095113,0m25.004s
9,png,1,1,0,1,15095111,0m25.013s
