configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0,10.644858406865364
1,1,1,0,1,0,1,10.675481618231485
10,1,0,1,1,1,0,10.705933471923585
11,1,0,1,1,1,1,10.57482693841328
12,0,0,1,1,1,1,10.64489706444749
13,1,0,1,0,1,1,10.692437586866825
14,0,1,1,1,0,0,9.622903624959644
15,0,0,1,0,0,1,10.647139897272188
16,1,1,1,1,0,1,10.687842039209588
17,0,1,0,1,0,1,10.67962084027325
18,0,1,0,0,1,0,10.669624941104004
19,0,1,0,0,0,1,10.707220335067204
2,1,0,1,1,0,0,10.697777282864427
20,1,0,0,0,0,1,10.709212361185207
21,0,0,0,0,0,1,10.651330242303985
22,1,1,0,1,0,0,10.573881770533324
23,0,1,1,0,1,0,10.700263171066707
24,1,1,1,1,1,0,10.576930178848613
25,0,1,1,0,0,1,10.602898031670524
26,1,1,1,0,0,0,10.641301160257578
27,0,0,1,0,1,0,10.674607040719753
28,1,0,0,0,1,0,10.697174670081877
29,1,1,0,0,1,1,10.550584212042944
3,1,0,1,0,0,0,10.671840919408282
4,1,1,1,1,1,1,10.698448887561158
5,1,0,0,1,1,1,10.654483516921179
6,1,0,0,1,0,1,10.671185163043189
7,0,0,0,1,1,1,10.680284641921435
8,0,0,1,1,0,1,10.642560939766227
9,0,1,1,1,1,1,10.689028656192873
