configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,15255316,0m8.294s
1,tiff,1,1,0,1,15255251,0m8.264s
10,png,1,0,1,1,15095069,0m24.872s
11,png,1,0,0,1,15095092,0m24.970s
12,png,0,1,0,0,14807412,0m31.609s
13,png,0,0,0,0,14807395,0m31.596s
14,png,0,0,0,1,14807402,0m31.634s
15,png,0,1,1,0,14807413,0m31.675s
2,tiff,1,0,1,1,15255236,0m8.288s
3,tiff,1,0,0,1,15255427,0m8.280s
4,tiff,0,1,0,0,14377832,0m8.881s
5,tiff,0,0,0,0,14377086,0m8.777s
6,tiff,0,0,0,1,14377411,0m8.775s
7,tiff,0,1,1,0,14376879,0m8.775s
8,png,1,1,1,1,15095064,0m24.843s
9,png,1,1,0,1,15095134,0m24.911s
