configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,3273977,0m5.503s
1,tiff,1,1,0,1,3274008,0m5.446s
10,png,1,0,1,1,3254946,0m8.793s
11,png,1,0,0,1,3254939,0m8.803s
12,png,0,1,0,0,8502337,0m26.011s
13,png,0,0,0,0,8502330,0m26.065s
14,png,0,0,0,1,8502336,0m25.982s
15,png,0,1,1,0,8502373,0m26.069s
2,tiff,1,0,1,1,3274011,0m5.462s
3,tiff,1,0,0,1,3273967,0m5.515s
4,tiff,0,1,0,0,10068083,0m6.062s
5,tiff,0,0,0,0,10068870,0m6.170s
6,tiff,0,0,0,1,10068828,0m6.098s
7,tiff,0,1,1,0,10068880,0m6.173s
8,png,1,1,1,1,3254941,0m8.852s
9,png,1,1,0,1,3254987,0m8.793s
