configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,1205803,0m1.184s
1,tiff,1,1,0,1,1205829,0m1.158s
10,png,1,0,1,1,1349700,0m2.502s
11,png,1,0,0,1,1350016,0m2.541s
12,png,0,1,0,0,3177559,0m4.968s
13,png,0,0,0,0,3177559,0m5.008s
14,png,0,0,0,1,3177571,0m5.040s
15,png,0,1,1,0,3177556,0m5.049s
2,tiff,1,0,1,1,1205853,0m1.165s
3,tiff,1,0,0,1,1205821,0m1.163s
4,tiff,0,1,0,0,3876302,0m1.321s
5,tiff,0,0,0,0,3875956,0m1.323s
6,tiff,0,0,0,1,3875955,0m1.359s
7,tiff,0,1,1,0,3875934,0m1.303s
8,png,1,1,1,1,1349678,0m2.551s
9,png,1,1,0,1,1349684,0m2.520s
