configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,15255211,8.31
1,tiff,1,1,0,1,15257082,8.372
10,png,1,0,1,1,15095116,24.841
11,png,1,0,0,1,15095089,24.974
12,png,0,1,0,0,14807352,31.639
13,png,0,0,0,0,14807410,31.958
14,png,0,0,0,1,14807406,31.7
15,png,0,1,1,0,14807389,31.674
2,tiff,1,0,1,1,15255330,8.335
3,tiff,1,0,0,1,15255342,8.371
4,tiff,0,1,0,0,14376869,8.82
5,tiff,0,0,0,0,14377512,8.848
6,tiff,0,0,0,1,14377060,8.806
7,tiff,0,1,1,0,14376987,8.806
8,png,1,1,1,1,15095067,25.008
9,png,1,1,0,1,15095151,24.88
