configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,6362714,6.07
1,tiff,1,1,0,1,6362686,6.169
10,png,1,0,1,1,6662754,12.321
11,png,1,0,0,1,6662505,12.318
12,png,0,1,0,0,10651916,31.713
13,png,0,0,0,0,10651891,31.769
14,png,0,0,0,1,10651947,31.71
15,png,0,1,1,0,10651894,31.813
2,tiff,1,0,1,1,6362668,6.106
3,tiff,1,0,0,1,6362660,6.136
4,tiff,0,1,0,0,11409760,9.344
5,tiff,0,0,0,0,11409244,9.248
6,tiff,0,0,0,1,11409282,9.362
7,tiff,0,1,1,0,11409251,9.272
8,png,1,1,1,1,6662743,12.395
9,png,1,1,0,1,6662460,12.346
