configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1536653,1.884
1,tiff,1,1,0,1,1536655,1.906
10,png,1,0,1,1,1615757,3.525
11,png,1,0,0,1,1615769,3.563
12,png,0,1,0,0,1843140,3.769
13,png,0,0,0,0,1843137,3.747
14,png,0,0,0,1,1843152,3.763
15,png,0,1,1,0,1843145,3.726
2,tiff,1,0,1,1,1536637,1.913
3,tiff,1,0,0,1,1536667,1.857
4,tiff,0,1,0,0,1794976,1.928
5,tiff,0,0,0,0,1795020,1.888
6,tiff,0,0,0,1,1795017,1.894
7,tiff,0,1,1,0,1795027,1.891
8,png,1,1,1,1,1615746,3.594
9,png,1,1,0,1,1615763,3.578
