configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1612680,1.305
1,tiff,1,1,0,1,1612678,1.337
10,png,1,0,1,1,1577767,3.104
11,png,1,0,0,1,1577758,3.078
12,png,0,1,0,0,2357339,5.092
13,png,0,0,0,0,2357337,5.067
14,png,0,0,0,1,2341686,4.868
15,png,0,1,1,0,2357337,5.061
2,tiff,1,0,1,1,1612678,1.337
3,tiff,1,0,0,1,1612753,1.368
4,tiff,0,1,0,0,2761386,1.401
5,tiff,0,0,0,0,2761830,1.398
6,tiff,0,0,0,1,2745015,1.47
7,tiff,0,1,1,0,2761995,1.394
8,png,1,1,1,1,1577739,3.074
9,png,1,1,0,1,1577744,3.117
