configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0,0.07093693526999742
1,1,1,0,1,0,1,0.013718721521197451
10,1,0,1,1,1,0,0.013801046697008587
11,1,0,1,1,1,1,0.013681951674997523
12,0,0,1,1,1,1,0.06864495832157827
13,1,0,1,0,1,1,0.013867393233551252
14,0,1,1,1,0,0,0.07072433140827902
15,0,0,1,0,0,1,0.06729821632164068
16,1,1,1,1,0,1,0.013737868325322884
17,0,1,0,1,0,1,0.0668806917211607
18,0,1,0,0,1,0,0.06755857565732035
19,0,1,0,0,0,1,0.06772214737215496
2,1,0,1,1,0,0,0.013737572235759473
20,1,0,0,0,0,1,0.013731486802017258
21,0,0,0,0,0,1,0.06913221501352032
22,1,1,0,1,0,0,0.013815810610424086
23,0,1,1,0,1,0,0.0708677749514828
24,1,1,1,1,1,0,0.013853231496990779
25,0,1,1,0,0,1,0.06860593208367106
26,1,1,1,0,0,0,0.013755090481302438
27,0,0,1,0,1,0,0.07052059766553427
28,1,0,0,0,1,0,0.013801784171163685
29,1,1,0,0,1,1,0.01377935564590383
3,1,0,1,0,0,0,0.013884618410003323
4,1,1,1,1,1,1,0.01376735778849676
5,1,0,0,1,1,1,0.013723773146241494
6,1,0,0,1,0,1,0.01370974744952679
7,0,0,0,1,1,1,0.0674689853468822
8,0,0,1,1,0,1,0.06816282556905251
9,0,1,1,1,1,1,0.06764177159873377
