configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0,0.09930246316313956
1,1,1,0,1,0,1,0.01561355785985374
10,1,0,1,1,1,0,0.01559247185216831
11,1,0,1,1,1,1,0.015542674252011534
12,0,0,1,1,1,1,0.09809131337833722
13,1,0,1,0,1,1,0.01562500806547571
14,0,1,1,1,0,0,0.09981020945728776
15,0,0,1,0,0,1,0.10037665432039272
16,1,1,1,1,0,1,0.015332278105435318
17,0,1,0,1,0,1,0.10010770605396503
18,0,1,0,0,1,0,0.0982392092371204
19,0,1,0,0,0,1,0.10002863917360982
2,1,0,1,1,0,0,0.015411725299291738
20,1,0,0,0,0,1,0.0156734651167628
21,0,0,0,0,0,1,0.09879445363716573
22,1,1,0,1,0,0,0.015622557326586475
23,0,1,1,0,1,0,0.1004274949498392
24,1,1,1,1,1,0,0.01556944162101707
25,0,1,1,0,0,1,0.10006020132586352
26,1,1,1,0,0,0,0.015600606778420012
27,0,0,1,0,1,0,0.09386143662119596
28,1,0,0,0,1,0,0.015669224370042825
29,1,1,0,0,1,1,0.015621061734896816
3,1,0,1,0,0,0,0.015595965058131085
4,1,1,1,1,1,1,0.015597822936997043
5,1,0,0,1,1,1,0.01567075981015916
6,1,0,0,1,0,1,0.015590388601623047
7,0,0,0,1,1,1,0.10078131883538237
8,0,0,1,1,0,1,0.09938849882054517
9,0,1,1,1,1,1,0.10139499732689927
