configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0,1187847215.9076593
1,1,1,0,1,0,1,12711130.593749093
10,1,0,1,1,1,0,11951781.008032905
11,1,0,1,1,1,1,12618845.2992682
12,0,0,1,1,1,1,1187774244.4529428
13,1,0,1,0,1,1,12689884.820261698
14,0,1,1,1,0,0,1187438440.2226627
15,0,0,1,0,0,1,1188001343.249359
16,1,1,1,1,0,1,12694025.472343845
17,0,1,0,1,0,1,1185811040.4415162
18,0,1,0,0,1,0,1186327053.9737408
19,0,1,0,0,0,1,1184599533.2156615
2,1,0,1,1,0,0,11939030.522547845
20,1,0,0,0,0,1,12617607.199438702
21,0,0,0,0,0,1,1384862938.4531455
22,1,1,0,1,0,0,12596662.554389182
23,0,1,1,0,1,0,1188030742.3388708
24,1,1,1,1,1,0,12593122.750467265
25,0,1,1,0,0,1,1387505892.3906484
26,1,1,1,0,0,0,12641788.18190922
27,0,0,1,0,1,0,1387893826.8439512
28,1,0,0,0,1,0,12447009.100770982
29,1,1,0,0,1,1,12475084.847867433
3,1,0,1,0,0,0,12663064.776586093
4,1,1,1,1,1,1,12560177.480814185
5,1,0,0,1,1,1,12572926.92247781
6,1,0,0,1,0,1,12580715.13989497
7,0,0,0,1,1,1,1187726053.21875
8,0,0,1,1,0,1,1389196750.3242805
9,0,1,1,1,1,1,1387528128.4905436
