configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0,69.19354716201747
1,1,1,0,1,0,1,53.77910524726157
10,1,0,1,1,1,0,69.37701187161473
11,1,0,1,1,1,1,51.98170409317739
12,0,0,1,1,1,1,56.38688716172627
13,1,0,1,0,1,1,67.7888649061461
14,0,1,1,1,0,0,60.952660055991224
15,0,0,1,0,0,1,86.98653954629484
16,1,1,1,1,0,1,85.97594771277167
17,0,1,0,1,0,1,64.9858022918301
18,0,1,0,0,1,0,93.78513278685308
19,0,1,0,0,0,1,65.78301536485351
2,1,0,1,1,0,0,58.189709045213874
20,1,0,0,0,0,1,52.98286754472333
21,0,0,0,0,0,1,61.982973797754745
22,1,1,0,1,0,0,60.587692034477044
23,0,1,1,0,1,0,65.39060911076626
24,1,1,1,1,1,0,56.78527009400754
25,0,1,1,0,0,1,51.1889457983438
26,1,1,1,0,0,0,52.58221316198389
27,0,0,1,0,1,0,62.97296754384409
28,1,0,0,0,1,0,58.38210183407
29,1,1,0,0,1,1,49.148612196691076
3,1,0,1,0,0,0,50.581718118108114
4,1,1,1,1,1,1,48.3894777951545
5,1,0,0,1,1,1,56.3835428053561
6,1,0,0,1,0,1,78.99061220271155
7,0,0,0,1,1,1,57.38376853052424
8,0,0,1,1,0,1,55.761138835600406
9,0,1,1,1,1,1,57.381551590161244
