configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0,84887.96444009215
1,1,1,0,1,0,1,95303.2100217806
10,1,0,1,1,1,0,84878.749009465
11,1,0,1,1,1,1,85271.40310086048
12,0,0,1,1,1,1,98041.29185480789
13,1,0,1,0,1,1,83617.99686733537
14,0,1,1,1,0,0,96598.6737581685
15,0,0,1,0,0,1,95803.39916208432
16,1,1,1,1,0,1,96426.8732824566
17,0,1,0,1,0,1,84551.23754264343
18,0,1,0,0,1,0,82830.48327445467
19,0,1,0,0,0,1,84112.0355491107
2,1,0,1,1,0,0,84888.55533345879
20,1,0,0,0,0,1,83962.04109706817
21,0,0,0,0,0,1,83926.34288443091
22,1,1,0,1,0,0,83143.76554788415
23,0,1,1,0,1,0,83525.10697895702
24,1,1,1,1,1,0,83978.35004544487
25,0,1,1,0,0,1,83692.52070908656
26,1,1,1,0,0,0,84899.24327606482
27,0,0,1,0,1,0,84725.8162442774
28,1,0,0,0,1,0,83505.07543848516
29,1,1,0,0,1,1,84053.82874435851
3,1,0,1,0,0,0,84690.10408837242
4,1,1,1,1,1,1,84118.79963482347
5,1,0,0,1,1,1,84315.06279322144
6,1,0,0,1,0,1,84203.33623722571
7,0,0,0,1,1,1,83682.47755029255
8,0,0,1,1,0,1,84370.74903254173
9,0,1,1,1,1,1,83736.45458176572
