configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,3382412,4.087
1,50%,xz,-3,1,3382412,4.049
10,100%,xz,-9,1,2830604,8.556
11,50%,lzma,-6,16,2831189,8.364
12,75%,xz,-3,32,3382412,4.059
13,50%,lzma,-3,16,3381840,4.055
14,50%,lzma,-6,32,2831189,8.384
15,50%,xz,-6,32,2831676,8.344
16,75%,lzma,-3,16,3381840,4.062
17,75%,lzma,-6,32,2831189,8.47
18,100%,lzma,-6,1,2831189,8.455
19,75%,lzma,-3,1,3381840,4.071
2,75%,xz,-9,16,2830604,8.486
20,75%,lzma,-6,1,2831189,8.352
21,75%,lzma,-6,16,2831189,8.398
22,100%,xz,-9,32,2830604,8.528
23,100%,xz,-9,16,2830604,8.497
24,50%,lzma,-9,32,2830116,8.527
25,50%,lzma,-3,32,3381840,4.049
26,100%,xz,-3,1,3382412,4.036
27,100%,lzma,-9,16,2830116,8.612
28,100%,lzma,-3,1,3381840,4.077
29,50%,lzma,-6,1,2831189,8.371
3,100%,xz,-6,32,2831676,8.378
4,50%,lzma,-3,1,3381840,4.067
5,75%,xz,-3,1,3382412,4.035
6,100%,lzma,-6,16,2831189,8.329
7,75%,xz,-6,32,2831676,8.339
8,50%,xz,-3,32,3382412,4.092
9,75%,xz,-9,32,2830604,8.543
