configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,2618064,1.84
1,50%,xz,-3,1,2618064,1.826
10,100%,xz,-9,1,2426816,3.128
11,50%,lzma,-6,16,2426397,3.092
12,75%,xz,-3,32,2618064,1.837
13,50%,lzma,-3,16,2617615,1.814
14,50%,lzma,-6,32,2426397,3.106
15,50%,xz,-6,32,2426816,3.121
16,75%,lzma,-3,16,2617615,1.859
17,75%,lzma,-6,32,2426397,3.057
18,100%,lzma,-6,1,2426397,3.067
19,75%,lzma,-3,1,2617615,1.837
2,75%,xz,-9,16,2426816,3.123
20,75%,lzma,-6,1,2426397,3.12
21,75%,lzma,-6,16,2426397,3.09
22,100%,xz,-9,32,2426816,3.128
23,100%,xz,-9,16,2426816,3.109
24,50%,lzma,-9,32,2426397,3.122
25,50%,lzma,-3,32,2617615,1.855
26,100%,xz,-3,1,2618064,1.852
27,100%,lzma,-9,16,2426397,3.131
28,100%,lzma,-3,1,2617615,1.825
29,50%,lzma,-6,1,2426397,3.117
3,100%,xz,-6,32,2426816,3.074
4,50%,lzma,-3,1,2617615,1.825
5,75%,xz,-3,1,2618064,1.85
6,100%,lzma,-6,16,2426397,3.062
7,75%,xz,-6,32,2426816,3.109
8,50%,xz,-3,32,2618064,1.88
9,75%,xz,-9,32,2426816,3.094
