configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,4244480,3.16
1,50%,xz,-3,1,4244480,3.125
10,100%,xz,-9,1,3763616,8.927
11,50%,lzma,-6,16,3786768,8.691
12,75%,xz,-3,32,4244480,3.091
13,50%,lzma,-3,16,4243773,3.084
14,50%,lzma,-6,32,3786768,8.647
15,50%,xz,-6,32,3787400,8.697
16,75%,lzma,-3,16,4243773,3.07
17,75%,lzma,-6,32,3786768,8.767
18,100%,lzma,-6,1,3786768,8.707
19,75%,lzma,-3,1,4243773,3.102
2,75%,xz,-9,16,3763616,8.938
20,75%,lzma,-6,1,3786768,8.737
21,75%,lzma,-6,16,3786768,8.711
22,100%,xz,-9,32,3763616,8.937
23,100%,xz,-9,16,3763616,8.92
24,50%,lzma,-9,32,3762987,8.923
25,50%,lzma,-3,32,4243773,3.09
26,100%,xz,-3,1,4244480,3.105
27,100%,lzma,-9,16,3762987,8.998
28,100%,lzma,-3,1,4243773,3.127
29,50%,lzma,-6,1,3786768,8.656
3,100%,xz,-6,32,3787400,8.708
4,50%,lzma,-3,1,4243773,3.096
5,75%,xz,-3,1,4244480,3.113
6,100%,lzma,-6,16,3786768,8.692
7,75%,xz,-6,32,3787400,8.69
8,50%,xz,-3,32,4244480,3.104
9,75%,xz,-9,32,3763616,8.941
