configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,2131652,2.546
1,50%,xz,-3,1,2131652,2.553
10,100%,xz,-9,1,1738884,11.817
11,50%,lzma,-6,16,1778958,11.853
12,75%,xz,-3,32,2131652,2.586
13,50%,lzma,-3,16,2131278,2.528
14,50%,lzma,-6,32,1778958,11.886
15,50%,xz,-6,32,1779272,11.794
16,75%,lzma,-3,16,2131278,2.551
17,75%,lzma,-6,32,1778958,11.741
18,100%,lzma,-6,1,1778958,11.729
19,75%,lzma,-3,1,2131278,2.548
2,75%,xz,-9,16,1738884,11.812
20,75%,lzma,-6,1,1778958,11.778
21,75%,lzma,-6,16,1778958,11.807
22,100%,xz,-9,32,1738884,11.818
23,100%,xz,-9,16,1738884,11.827
24,50%,lzma,-9,32,1738572,11.778
25,50%,lzma,-3,32,2131278,2.584
26,100%,xz,-3,1,2131652,2.572
27,100%,lzma,-9,16,1738572,11.792
28,100%,lzma,-3,1,2131278,2.532
29,50%,lzma,-6,1,1778958,11.817
3,100%,xz,-6,32,1779272,11.819
4,50%,lzma,-3,1,2131278,2.534
5,75%,xz,-3,1,2131652,2.549
6,100%,lzma,-6,16,1778958,11.833
7,75%,xz,-6,32,1779272,12.028
8,50%,xz,-3,32,2131652,2.537
9,75%,xz,-9,32,1738884,11.837
