configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,4914796,3.554
1,50%,xz,-3,1,4914796,3.539
10,100%,xz,-9,1,4489868,4.465
11,50%,lzma,-6,16,4489170,4.456
12,75%,xz,-3,32,4914796,3.509
13,50%,lzma,-3,16,4913990,3.525
14,50%,lzma,-6,32,4489170,4.45
15,50%,xz,-6,32,4489912,4.477
16,75%,lzma,-3,16,4913990,3.573
17,75%,lzma,-6,32,4489170,4.471
18,100%,lzma,-6,1,4489170,4.482
19,75%,lzma,-3,1,4913990,3.511
2,75%,xz,-9,16,4489868,4.468
20,75%,lzma,-6,1,4489170,4.473
21,75%,lzma,-6,16,4489170,4.468
22,100%,xz,-9,32,4489868,4.494
23,100%,xz,-9,16,4489868,4.479
24,50%,lzma,-9,32,4489124,4.499
25,50%,lzma,-3,32,4913990,3.555
26,100%,xz,-3,1,4914796,3.53
27,100%,lzma,-9,16,4489124,4.482
28,100%,lzma,-3,1,4913990,3.561
29,50%,lzma,-6,1,4489170,4.461
3,100%,xz,-6,32,4489912,4.47
4,50%,lzma,-3,1,4913990,3.518
5,75%,xz,-3,1,4914796,3.527
6,100%,lzma,-6,16,4489170,4.492
7,75%,xz,-6,32,4489912,4.452
8,50%,xz,-3,32,4914796,3.52
9,75%,xz,-9,32,4489868,4.469
