configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0,79.97354823708987
1,1,1,0,1,0,1,94.98109908421795
10,1,0,1,1,1,0,107.57865308180605
11,1,0,1,1,1,1,78.38768242610169
12,0,0,1,1,1,1,82.77909236874969
13,1,0,1,0,1,1,98.97678612315019
14,0,1,1,1,0,0,112.94517991097179
15,0,0,1,0,0,1,89.70512378846871
16,1,1,1,1,0,1,90.98105714342778
17,0,1,0,1,0,1,86.58875899535397
18,0,1,0,0,1,0,89.1883057185425
19,0,1,0,0,0,1,105.38404403373778
2,1,0,1,1,0,0,74.78988916984113
20,1,0,0,0,0,1,84.57674909048428
21,0,0,0,0,0,1,92.4938890126567
22,1,1,0,1,0,0,104.57759941545864
23,0,1,1,0,1,0,90.58030977907265
24,1,1,1,1,1,0,89.96704920835924
25,0,1,1,0,0,1,87.18530693921454
26,1,1,1,0,0,0,96.98850212945877
27,0,0,1,0,1,0,109.16205009710508
28,1,0,0,0,1,0,108.38332479194746
29,1,1,0,0,1,1,82.97814733979422
3,1,0,1,0,0,0,85.18776477098434
4,1,1,1,1,1,1,86.77835385121432
5,1,0,0,1,1,1,87.37779066268051
6,1,0,0,1,0,1,81.77836882001907
7,0,0,0,1,1,1,105.37611437507938
8,0,0,1,1,0,1,90.99565144521134
9,0,1,1,1,1,1,80.18529436982786
