configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0,83079.64962320888
1,1,1,0,1,0,1,83038.22241073742
10,1,0,1,1,1,0,83890.48499857764
11,1,0,1,1,1,1,83380.50585452052
12,0,0,1,1,1,1,80791.09998779246
13,1,0,1,0,1,1,96915.64975498267
14,0,1,1,1,0,0,84074.14566165218
15,0,0,1,0,0,1,84018.87836981867
16,1,1,1,1,0,1,83270.8871072435
17,0,1,0,1,0,1,85192.03178480628
18,0,1,0,0,1,0,84264.62597966053
19,0,1,0,0,0,1,82802.62371705615
2,1,0,1,1,0,0,83769.865081093
20,1,0,0,0,0,1,83811.99762040976
21,0,0,0,0,0,1,84972.28586410401
22,1,1,0,1,0,0,82479.77080521289
23,0,1,1,0,1,0,83470.1269597325
24,1,1,1,1,1,0,84548.22795791764
25,0,1,1,0,0,1,83488.51064511907
26,1,1,1,0,0,0,84233.13981050237
27,0,0,1,0,1,0,84120.58989395422
28,1,0,0,0,1,0,85172.0705790287
29,1,1,0,0,1,1,83983.59027832834
3,1,0,1,0,0,0,83184.14949322968
4,1,1,1,1,1,1,82604.75253226934
5,1,0,0,1,1,1,84635.27781191401
6,1,0,0,1,0,1,84967.80230099606
7,0,0,0,1,1,1,82696.80910227237
8,0,0,1,1,0,1,84546.68393109953
9,0,1,1,1,1,1,84538.97893652163
