configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0,12663820.017895527
1,1,1,0,1,0,1,12692938.181791335
10,1,0,1,1,1,0,12546859.420862645
11,1,0,1,1,1,1,12599382.468961727
12,0,0,1,1,1,1,12692124.35759793
13,1,0,1,0,1,1,12550369.288140316
14,0,1,1,1,0,0,12627231.788623268
15,0,0,1,0,0,1,12658382.506295934
16,1,1,1,1,0,1,12673762.409166567
17,0,1,0,1,0,1,12670661.298581526
18,0,1,0,0,1,0,12577494.19291559
19,0,1,0,0,0,1,12551075.758740347
2,1,0,1,1,0,0,12534489.883561876
20,1,0,0,0,0,1,12166957.284986114
21,0,0,0,0,0,1,12160686.273406245
22,1,1,0,1,0,0,12655197.54022525
23,0,1,1,0,1,0,12583049.52832408
24,1,1,1,1,1,0,12591661.039030476
25,0,1,1,0,0,1,12648397.55674886
26,1,1,1,0,0,0,12012828.240762245
27,0,0,1,0,1,0,12585404.963964775
28,1,0,0,0,1,0,12189914.532710832
29,1,1,0,0,1,1,12613817.49627821
3,1,0,1,0,0,0,12131494.505385796
4,1,1,1,1,1,1,12598383.707496047
5,1,0,0,1,1,1,12624049.362626493
6,1,0,0,1,0,1,12526990.11894733
7,0,0,0,1,1,1,12587886.328201218
8,0,0,1,1,0,1,12561641.180761755
9,0,1,1,1,1,1,12684275.629475338
