configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0,27509.635249746225
1,1,1,0,1,0,1,25702.447901138104
10,1,0,1,1,1,0,25843.866862735467
11,1,0,1,1,1,1,28038.143089859444
12,0,0,1,1,1,1,26702.48359799945
13,1,0,1,0,1,1,27853.75663615752
14,0,1,1,1,0,0,28145.625466161924
15,0,0,1,0,0,1,27676.37461633626
16,1,1,1,1,0,1,27580.34845012232
17,0,1,0,1,0,1,26762.082411156578
18,0,1,0,0,1,0,27741.713550162563
19,0,1,0,0,0,1,27187.06330779562
2,1,0,1,1,0,0,27102.621365538478
20,1,0,0,0,0,1,27559.90144579243
21,0,0,0,0,0,1,27689.939137513775
22,1,1,0,1,0,0,27184.25487957375
23,0,1,1,0,1,0,27063.08676154985
24,1,1,1,1,1,0,26822.379520576793
25,0,1,1,0,0,1,27397.560521211188
26,1,1,1,0,0,0,27599.75933009864
27,0,0,1,0,1,0,27149.19841991665
28,1,0,0,0,1,0,27536.299727115267
29,1,1,0,0,1,1,27535.238221113468
3,1,0,1,0,0,0,27569.855120411343
4,1,1,1,1,1,1,26985.60048358196
5,1,0,0,1,1,1,27890.735255562806
6,1,0,0,1,0,1,27203.038035287784
7,0,0,0,1,1,1,27939.204291461778
8,0,0,1,1,0,1,27637.593760536834
9,0,1,1,1,1,1,27568.411011926095
