configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0,127244.59464961928
1,1,1,0,1,0,1,127380.90840421019
10,1,0,1,1,1,0,128636.88636989279
11,1,0,1,1,1,1,128460.23706052148
12,0,0,1,1,1,1,128953.22221864019
13,1,0,1,0,1,1,123606.6441043339
14,0,1,1,1,0,0,127779.19754663939
15,0,0,1,0,0,1,128982.99488195474
16,1,1,1,1,0,1,124789.57358154813
17,0,1,0,1,0,1,128752.32558888095
18,0,1,0,0,1,0,126681.53907935457
19,0,1,0,0,0,1,128923.13087244863
2,1,0,1,1,0,0,125262.73859420135
20,1,0,0,0,0,1,128421.46898749945
21,0,0,0,0,0,1,128983.32761507249
22,1,1,0,1,0,0,128703.11023936205
23,0,1,1,0,1,0,126003.61882393266
24,1,1,1,1,1,0,128214.66211590092
25,0,1,1,0,0,1,127179.70110226648
26,1,1,1,0,0,0,128655.25666080428
27,0,0,1,0,1,0,127399.89553208565
28,1,0,0,0,1,0,128024.25291447213
29,1,1,0,0,1,1,128941.91553530881
3,1,0,1,0,0,0,128467.82844406187
4,1,1,1,1,1,1,124980.15939969529
5,1,0,0,1,1,1,126678.81094200895
6,1,0,0,1,0,1,124525.71269178516
7,0,0,0,1,1,1,127686.36143667586
8,0,0,1,1,0,1,127912.89643404428
9,0,1,1,1,1,1,125017.03357082405
