configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0,27545.856965383122
1,1,1,0,1,0,1,27615.383978106518
10,1,0,1,1,1,0,27318.52305136975
11,1,0,1,1,1,1,27122.46879559965
12,0,0,1,1,1,1,27410.853053157865
13,1,0,1,0,1,1,26918.697458067403
14,0,1,1,1,0,0,27633.69874294304
15,0,0,1,0,0,1,31981.16948740582
16,1,1,1,1,0,1,27416.94037912145
17,0,1,0,1,0,1,27764.204166851763
18,0,1,0,0,1,0,27268.909625379718
19,0,1,0,0,0,1,27218.957459491387
2,1,0,1,1,0,0,27376.48414764685
20,1,0,0,0,0,1,26969.00721690633
21,0,0,0,0,0,1,26818.06357490151
22,1,1,0,1,0,0,27763.741663936566
23,0,1,1,0,1,0,27393.28261923611
24,1,1,1,1,1,0,27264.969149687407
25,0,1,1,0,0,1,27476.226195284533
26,1,1,1,0,0,0,27467.471646702397
27,0,0,1,0,1,0,27190.98129532397
28,1,0,0,0,1,0,27114.158742553773
29,1,1,0,0,1,1,27562.560120834263
3,1,0,1,0,0,0,27724.715752351756
4,1,1,1,1,1,1,25752.951932115226
5,1,0,0,1,1,1,25843.198974541865
6,1,0,0,1,0,1,27244.31887840588
7,0,0,0,1,1,1,26493.645499127037
8,0,0,1,1,0,1,27720.79614126517
9,0,1,1,1,1,1,27282.8219168365
