configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,4853736,2.911
1,50%,xz,-3,1,4853736,2.901
10,100%,xz,-9,1,4415072,3.647
11,50%,lzma,-6,16,4414351,3.753
12,75%,xz,-3,32,4853736,2.925
13,50%,lzma,-3,16,4852943,2.939
14,50%,lzma,-6,32,4414351,3.741
15,50%,xz,-6,32,4415072,3.756
16,75%,lzma,-3,16,4852943,2.914
17,75%,lzma,-6,32,4414351,3.741
18,100%,lzma,-6,1,4414351,3.722
19,75%,lzma,-3,1,4852943,2.937
2,75%,xz,-9,16,4415072,3.668
20,75%,lzma,-6,1,4414351,3.715
21,75%,lzma,-6,16,4414351,3.721
22,100%,xz,-9,32,4415072,3.673
23,100%,xz,-9,16,4415072,3.687
24,50%,lzma,-9,32,4414351,3.659
25,50%,lzma,-3,32,4852943,2.865
26,100%,xz,-3,1,4853736,2.971
27,100%,lzma,-9,16,4414351,3.657
28,100%,lzma,-3,1,4852943,2.934
29,50%,lzma,-6,1,4414351,3.727
3,100%,xz,-6,32,4415072,3.733
4,50%,lzma,-3,1,4852943,2.855
5,75%,xz,-3,1,4853736,2.889
6,100%,lzma,-6,16,4414351,3.723
7,75%,xz,-6,32,4415072,3.77
8,50%,xz,-3,32,4853736,2.923
9,75%,xz,-9,32,4415072,3.662
