configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,10362252,12.9
1,50%,xz,-3,1,10362252,12.844
10,100%,xz,-9,1,8385868,35.987
11,50%,lzma,-6,16,8627467,31.442
12,75%,xz,-3,32,10362252,12.751
13,50%,lzma,-3,16,10360607,12.59
14,50%,lzma,-6,32,8627467,31.261
15,50%,xz,-6,32,8628848,31.291
16,75%,lzma,-3,16,10360607,12.755
17,75%,lzma,-6,32,8627467,31.203
18,100%,lzma,-6,1,8627467,31.186
19,75%,lzma,-3,1,10360607,12.729
2,75%,xz,-9,16,8385868,36.101
20,75%,lzma,-6,1,8627467,31.302
21,75%,lzma,-6,16,8627467,31.243
22,100%,xz,-9,32,8385868,35.919
23,100%,xz,-9,16,8385868,35.822
24,50%,lzma,-9,32,8384529,35.965
25,50%,lzma,-3,32,10360607,12.552
26,100%,xz,-3,1,10362252,12.766
27,100%,lzma,-9,16,8384529,35.945
28,100%,lzma,-3,1,10360607,12.799
29,50%,lzma,-6,1,8627467,31.213
3,100%,xz,-6,32,8628848,31.286
4,50%,lzma,-3,1,10360607,12.734
5,75%,xz,-3,1,10362252,12.722
6,100%,lzma,-6,16,8627467,31.517
7,75%,xz,-6,32,8628848,31.445
8,50%,xz,-3,32,10362252,12.842
9,75%,xz,-9,32,8385868,36.488
