configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,515648,0.487
1,50%,xz,-3,1,515648,0.457
10,100%,xz,-9,1,453260,1.586
11,50%,lzma,-6,16,453144,1.525
12,75%,xz,-3,32,515648,0.479
13,50%,lzma,-3,16,515524,0.442
14,50%,lzma,-6,32,453144,1.483
15,50%,xz,-6,32,453260,1.512
16,75%,lzma,-3,16,515524,0.443
17,75%,lzma,-6,32,453144,1.505
18,100%,lzma,-6,1,453144,1.489
19,75%,lzma,-3,1,515524,0.443
2,75%,xz,-9,16,453260,1.598
20,75%,lzma,-6,1,453144,1.482
21,75%,lzma,-6,16,453144,1.519
22,100%,xz,-9,32,453260,1.548
23,100%,xz,-9,16,453260,1.547
24,50%,lzma,-9,32,453144,1.536
25,50%,lzma,-3,32,515524,0.464
26,100%,xz,-3,1,515648,0.458
27,100%,lzma,-9,16,453144,1.568
28,100%,lzma,-3,1,515524,0.455
29,50%,lzma,-6,1,453144,1.488
3,100%,xz,-6,32,453260,1.545
4,50%,lzma,-3,1,515524,0.439
5,75%,xz,-3,1,515648,0.483
6,100%,lzma,-6,16,453144,1.525
7,75%,xz,-6,32,453260,1.533
8,50%,xz,-3,32,515648,0.487
9,75%,xz,-9,32,453260,1.557
