configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,2618064,1.864
1,50%,xz,-3,1,2618064,1.853
10,100%,xz,-9,1,2426816,3.117
11,50%,lzma,-6,16,2426397,3.082
12,75%,xz,-3,32,2618064,1.878
13,50%,lzma,-3,16,2617615,1.862
14,50%,lzma,-6,32,2426397,3.07
15,50%,xz,-6,32,2426816,3.101
16,75%,lzma,-3,16,2617615,1.851
17,75%,lzma,-6,32,2426397,3.074
18,100%,lzma,-6,1,2426397,3.086
19,75%,lzma,-3,1,2617615,1.858
2,75%,xz,-9,16,2426816,3.116
20,75%,lzma,-6,1,2426397,3.042
21,75%,lzma,-6,16,2426397,3.046
22,100%,xz,-9,32,2426816,3.089
23,100%,xz,-9,16,2426816,3.123
24,50%,lzma,-9,32,2426397,3.11
25,50%,lzma,-3,32,2617615,1.834
26,100%,xz,-3,1,2618064,1.857
27,100%,lzma,-9,16,2426397,3.081
28,100%,lzma,-3,1,2617615,1.839
29,50%,lzma,-6,1,2426397,3.057
3,100%,xz,-6,32,2426816,3.111
4,50%,lzma,-3,1,2617615,1.867
5,75%,xz,-3,1,2618064,1.861
6,100%,lzma,-6,16,2426397,3.07
7,75%,xz,-6,32,2426816,3.064
8,50%,xz,-3,32,2618064,1.849
9,75%,xz,-9,32,2426816,3.158
