configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,14777004,10.132
1,50%,xz,-3,1,14777004,10.104
10,100%,xz,-9,1,13374160,28.498
11,50%,lzma,-6,16,13497551,25.415
12,75%,xz,-3,32,14777004,10.056
13,50%,lzma,-3,16,14775082,9.952
14,50%,lzma,-6,32,13497551,25.371
15,50%,xz,-6,32,13503600,25.359
16,75%,lzma,-3,16,14775082,9.989
17,75%,lzma,-6,32,13497551,25.336
18,100%,lzma,-6,1,13497551,25.395
19,75%,lzma,-3,1,14775082,9.939
2,75%,xz,-9,16,13374160,28.527
20,75%,lzma,-6,1,13497551,25.321
21,75%,lzma,-6,16,13497551,25.254
22,100%,xz,-9,32,13374160,28.602
23,100%,xz,-9,16,13374160,28.572
24,50%,lzma,-9,32,13365111,28.501
25,50%,lzma,-3,32,14775082,9.928
26,100%,xz,-3,1,14777004,10.081
27,100%,lzma,-9,16,13365111,28.612
28,100%,lzma,-3,1,14775082,9.945
29,50%,lzma,-6,1,13497551,25.282
3,100%,xz,-6,32,13503600,25.273
4,50%,lzma,-3,1,14775082,9.957
5,75%,xz,-3,1,14777004,10.031
6,100%,lzma,-6,16,13497551,25.325
7,75%,xz,-6,32,13503600,25.407
8,50%,xz,-3,32,14777004,10.013
9,75%,xz,-9,32,13374160,28.637
