configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,515656,0.475
1,50%,xz,-3,1,515648,0.443
10,100%,xz,-9,1,453260,1.463
11,50%,lzma,-6,16,453144,1.398
12,75%,xz,-3,32,515656,0.476
13,50%,lzma,-3,16,515524,0.429
14,50%,lzma,-6,32,453144,1.413
15,50%,xz,-6,32,453268,1.429
16,75%,lzma,-3,16,515524,0.426
17,75%,lzma,-6,32,453144,1.405
18,100%,lzma,-6,1,453144,1.402
19,75%,lzma,-3,1,515524,0.43
2,75%,xz,-9,16,453268,1.511
20,75%,lzma,-6,1,453144,1.428
21,75%,lzma,-6,16,453144,1.397
22,100%,xz,-9,32,453268,1.475
23,100%,xz,-9,16,453268,1.505
24,50%,lzma,-9,32,453144,1.474
25,50%,lzma,-3,32,515524,0.427
26,100%,xz,-3,1,515648,0.445
27,100%,lzma,-9,16,453144,1.451
28,100%,lzma,-3,1,515524,0.427
29,50%,lzma,-6,1,453144,1.476
3,100%,xz,-6,32,453268,1.445
4,50%,lzma,-3,1,515524,0.424
5,75%,xz,-3,1,515648,0.446
6,100%,lzma,-6,16,453144,1.397
7,75%,xz,-6,32,453268,1.448
8,50%,xz,-3,32,515656,0.465
9,75%,xz,-9,32,453268,1.469
