configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,3272448,2.292
1,50%,xz,-3,1,3272440,2.242
10,100%,xz,-9,1,2849908,5.572
11,50%,lzma,-6,16,2849620,5.45
12,75%,xz,-3,32,3272448,2.249
13,50%,lzma,-3,16,3271884,2.245
14,50%,lzma,-6,32,2849620,5.493
15,50%,xz,-6,32,2850112,5.496
16,75%,lzma,-3,16,3271884,2.246
17,75%,lzma,-6,32,2849620,5.417
18,100%,lzma,-6,1,2849620,5.471
19,75%,lzma,-3,1,3271884,2.268
2,75%,xz,-9,16,2849916,5.56
20,75%,lzma,-6,1,2849620,5.454
21,75%,lzma,-6,16,2849620,5.451
22,100%,xz,-9,32,2849916,5.555
23,100%,xz,-9,16,2849916,5.528
24,50%,lzma,-9,32,2849422,5.551
25,50%,lzma,-3,32,3271884,2.226
26,100%,xz,-3,1,3272440,2.315
27,100%,lzma,-9,16,2849422,5.551
28,100%,lzma,-3,1,3271884,2.208
29,50%,lzma,-6,1,2849620,5.44
3,100%,xz,-6,32,2850112,5.463
4,50%,lzma,-3,1,3271884,2.233
5,75%,xz,-3,1,3272440,2.252
6,100%,lzma,-6,16,2849620,5.518
7,75%,xz,-6,32,2850112,5.488
8,50%,xz,-3,32,3272448,2.263
9,75%,xz,-9,32,2849916,5.558
