configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,4914804,3.528
1,50%,xz,-3,1,4914796,3.49
10,100%,xz,-9,1,4489868,4.232
11,50%,lzma,-6,16,4489170,4.225
12,75%,xz,-3,32,4914804,3.485
13,50%,lzma,-3,16,4913990,3.448
14,50%,lzma,-6,32,4489170,4.264
15,50%,xz,-6,32,4489920,4.272
16,75%,lzma,-3,16,4913990,3.465
17,75%,lzma,-6,32,4489170,4.258
18,100%,lzma,-6,1,4489170,4.247
19,75%,lzma,-3,1,4913990,3.493
2,75%,xz,-9,16,4489876,4.257
20,75%,lzma,-6,1,4489170,4.247
21,75%,lzma,-6,16,4489170,4.21
22,100%,xz,-9,32,4489876,4.239
23,100%,xz,-9,16,4489876,4.255
24,50%,lzma,-9,32,4489124,4.235
25,50%,lzma,-3,32,4913990,3.464
26,100%,xz,-3,1,4914796,3.498
27,100%,lzma,-9,16,4489124,4.203
28,100%,lzma,-3,1,4913990,3.461
29,50%,lzma,-6,1,4489170,4.241
3,100%,xz,-6,32,4489920,4.284
4,50%,lzma,-3,1,4913990,3.454
5,75%,xz,-3,1,4914796,3.445
6,100%,lzma,-6,16,4489170,4.207
7,75%,xz,-6,32,4489920,4.275
8,50%,xz,-3,32,4914804,3.505
9,75%,xz,-9,32,4489876,4.264
